"CustomerID","Age","Annual.Income","Spending.Score","Work.Experience","Family.Size"
1,0.191919191919192,0.0789581732237043,0.39,0.0588235294117647,0.375
2,0.212121212121212,0.184235737521977,0.81,0.176470588235294,0.25
3,0.202020202020202,0.452693526482571,0.06,0.0588235294117647,0
4,0.232323232323232,0.310568814679904,0.77,0,0.125
5,0.313131313131313,0.200027372166718,0.4,0.117647058823529,0.625
6,0.222222222222222,0.30530493646499,0.76,0,0.125
7,0.353535353535354,0.163180224662322,0.06,0.0588235294117647,0.25
8,0.232323232323232,0.442165770052744,0.94,0.0588235294117647,0.25
9,0.646464646464647,0.510596186846621,0.03,0,0.25
10,0.303030303030303,0.515860065061535,0.72,0.0588235294117647,0.375
11,0.676767676767677,0.0368471475043953,0.14,0.0588235294117647,0.25
12,0.353535353535354,0.489540673986967,0.99,0.235294117647059,0.375
13,0.585858585858586,0.42111025719309,0.15,0,0.5
14,0.242424242424242,0.479012917557139,0.77,0.0588235294117647,0
15,0.373737373737374,0.100013686083359,0.13,0,0
16,0.222222222222222,0.268457788960595,0.79,0.0588235294117647,0.125
17,0.353535353535354,0.152652468232495,0.35,0.529411764705882,0.5
18,0.202020202020202,0.468485161127312,0.66,0.0588235294117647,0.625
19,0.525252525252525,0.105277564298272,0.29,0.0588235294117647,0.375
20,0.353535353535354,0.326360449324644,0.98,0,0
21,0.353535353535354,0.505332308631707,0.35,0.705882352941177,0
22,0.252525252525253,0.0210555128596544,0.73,0.176470588235294,0.375
23,0.464646464646465,0.221082885026372,0.0500000000000001,0.764705882352941,0.125
24,0.313131313131313,0.373735353258867,0.73,0.294117647058823,0.125
25,0.545454545454545,0.352679840399212,0.14,0.0588235294117647,0.25
26,0.292929292929293,0.273721667175508,0.82,0.0588235294117647,0.25
27,0.454545454545455,0.357943718614126,0.32,0.529411764705882,0.875
28,0.353535353535354,0.410582500763262,0.61,0.0588235294117647,0.25
29,0.404040404040404,0.0947498078684451,0.31,0,0
30,0.232323232323232,0.105277564298272,0.87,0.294117647058823,0.375
31,0.606060606060606,0.205291250381631,0.04,0,0.25
32,0.212121212121212,0.178971859307063,0.73,0.0588235294117647,0.125
33,0.535353535353535,0.310568814679904,0.04,0.0588235294117647,0.25
34,0.181818181818182,0.326360449324644,0.92,0.529411764705882,0.75
35,0.494949494949495,0.479012917557139,0.14,0.0588235294117647,0.125
36,0.212121212121212,0.500068430416794,0.81,0.176470588235294,0.375
37,0.424242424242424,0.0736942950087907,0.17,0.294117647058823,0
38,0.303030303030303,0.326360449324644,0.73,0.0588235294117647,0.5
39,0.363636363636364,0.0473749039342225,0.26,0.470588235294118,0.125
40,0.202020202020202,0.36320759682904,0.75,0.470588235294118,0.125
41,0.656565656565657,0.13159695537284,0.35,0.235294117647059,0
42,0.242424242424242,0.447429648267658,0.92,0,0.125
43,0.484848484848485,0.1158053207281,0.36,0.823529411764706,0.25
44,0.313131313131313,0.173707981092149,0.61,0.0588235294117647,0.125
45,0.494949494949495,0.378999231473781,0.28,0.470588235294118,0
46,0.242424242424242,0.0157916346447408,0.65,0.235294117647059,0.125
47,0.505050505050505,0.273721667175508,0.55,0,0.375
48,0.272727272727273,0.373735353258867,0.47,0.705882352941177,0
49,0.292929292929293,0.410582500763262,0.42,0,0.375
50,0.313131313131313,0.13159695537284,0.42,0.0588235294117647,0
51,0.494949494949495,0.463221282912399,0.52,0.0588235294117647,0.125
52,0.333333333333333,0.510596186846621,0.6,0.0588235294117647,0.125
53,0.313131313131313,0.389526987903608,0.54,0.0588235294117647,0
54,0.595959595959596,0.357943718614126,0.6,0,0.125
55,0.505050505050505,0.0947498078684451,0.45,0.0588235294117647,0
56,0.474747474747475,0.500068430416794,0.41,0.823529411764706,0.125
57,0.515151515151515,0.373735353258867,0.5,0.529411764705882,0.375
58,0.696969696969697,0.042111025719309,0.46,0.470588235294118,0.125
59,0.272727272727273,0.300041058250076,0.51,0.0588235294117647,0.25
60,0.535353535353535,0.468485161127312,0.46,0.0588235294117647,0.625
61,0.707070707070707,0.442165770052744,0.56,0,0.125
62,0.191919191919192,0.263193910745681,0.55,0.529411764705882,0.125
63,0.676767676767677,0.263193910745681,0.52,0,0.25
64,0.545454545454545,0.252666154315854,0.59,0.0588235294117647,0.125
65,0.636363636363636,0.331624327539558,0.51,0.411764705882353,0.125
66,0.181818181818182,0.0473749039342225,0.59,0,0.125
67,0.434343434343434,0.0157916346447408,0.5,0,0.125
68,0.686868686868687,0.431638013622917,0.48,0.470588235294118,0.375
69,0.191919191919192,0.426374135408003,0.59,0,0.375
70,0.323232323232323,0.510596186846621,0.47,0.117647058823529,0.125
71,0.707070707070707,0.479012917557139,0.55,0.470588235294118,0.125
72,0.474747474747475,0.0473749039342225,0.42,0.470588235294118,0.125
73,0.606060606060606,0.231610641456199,0.49,0,0.5
74,0.606060606060606,0.0526387821491361,0.56,0.470588235294118,0.375
75,0.595959595959596,0.468485161127312,0.47,0,0.375
76,0.262626262626263,0.257930032530767,0.54,0,0.25
77,0.454545454545455,0.352679840399212,0.53,0,0.125
78,0.404040404040404,0.521123943276448,0.48,0.235294117647059,0.25
79,0.232323232323232,0.510596186846621,0.52,0.117647058823529,0.125
80,0.494949494949495,0.515860065061535,0.42,0.0588235294117647,0
81,0.575757575757576,0.273721667175508,0.51,0,0.375
82,0.383838383838384,0.321096571109731,0.55,0.352941176470588,0.25
83,0.676767676767677,0.631665385789634,0.41,0.470588235294118,0
84,0.464646464646465,0.178971859307063,0.44,0.470588235294118,0.375
85,0.212121212121212,0.126333077157927,0.57,0.0588235294117647,0.25
86,0.484848484848485,0.163180224662322,0.46,0.411764705882353,0.5
87,0.555555555555556,0.0579026603640498,0.58,0,0.25
88,0.222222222222222,0.289513301820249,0.55,0.294117647058823,0.125
89,0.343434343434343,0.400054744333435,0.6,0.411764705882353,0.25
90,0.505050505050505,0.294777180035163,0.46,0,0.125
91,0.686868686868687,0.242138397886026,0.55,0,0.25
92,0.181818181818182,0.18949961573689,0.41,0.0588235294117647,0.375
93,0.484848484848485,0.463221282912399,0.49,0.0588235294117647,0.125
94,0.404040404040404,0.163180224662322,0.4,0.0588235294117647,0.125
95,0.323232323232323,0.126333077157927,0.42,0,0
96,0.242424242424242,0.42111025719309,0.52,0.588235294117647,0
97,0.474747474747475,0.0105277564298272,0.47,0,0
98,0.272727272727273,0.352679840399212,0.5,0,0.125
99,0.484848484848485,0.30530493646499,0.42,0.0588235294117647,0.125
100,0.202020202020202,0.42111025719309,0.49,0.176470588235294,0.25
101,0.232323232323232,0.342152083969385,0.41,0,0.375
102,0.494949494949495,0.0210555128596544,0.48,0.0588235294117647,0.75
103,0.676767676767677,0.515860065061535,0.59,0,0.25
104,0.262626262626263,0.273721667175508,0.55,0,0.5
105,0.494949494949495,0.452693526482571,0.56,0.588235294117647,0.125
106,0.212121212121212,0.431638013622917,0.42,0.0588235294117647,0.125
107,0.666666666666667,0.226346763241286,0.5,0.176470588235294,0.125
108,0.545454545454545,0.410582500763262,0.46,0.0588235294117647,0
109,0.686868686868687,0.068430416793877,0.43,0.352941176470588,0.5
110,0.666666666666667,0.068430416793877,0.48,0.529411764705882,0.25
111,0.656565656565657,0.178971859307063,0.52,0.235294117647059,0.375
112,0.191919191919192,0.13159695537284,0.54,0,0
113,0.383838383838384,0.373735353258867,0.42,0.0588235294117647,0.5
114,0.191919191919192,0.0105277564298272,0.46,0.0588235294117647,0
115,0.181818181818182,0.510596186846621,0.48,0,0.25
116,0.191919191919192,0.268457788960595,0.5,0.470588235294118,0.375
117,0.636363636363636,0.0473749039342225,0.43,0.0588235294117647,0
118,0.494949494949495,0.415846378978176,0.59,0,0.125
119,0.515151515151515,0.442165770052744,0.43,0.117647058823529,0.75
120,0.505050505050505,0.457957404697485,0.57,0.0588235294117647,0.125
121,0.272727272727273,0.18949961573689,0.56,0,0.25
122,0.383838383838384,0.263193910745681,0.4,0.0588235294117647,0.375
123,0.404040404040404,0.510596186846621,0.58,0.529411764705882,0.375
124,0.393939393939394,0.0315832692894817,0.91,0.0588235294117647,0.25
125,0.232323232323232,0.0631665385789634,0.29,0.529411764705882,0.125
126,0.313131313131313,0.242138397886026,0.77,0.0588235294117647,0.125
127,0.434343434343434,0.468485161127312,0.35,0,0.75
128,0.404040404040404,0.0210555128596544,0.95,0,0.125
129,0.595959595959596,0.200027372166718,0.11,0,0.125
130,0.383838383838384,0.336888205754472,0.75,0.470588235294118,0.5
131,0.474747474747475,0.347415962184299,0.09,0.529411764705882,0.5
132,0.393939393939394,0.136860833587754,0.75,0,0.125
133,0.252525252525253,0.215819006811458,0.34,0.352941176470588,0.375
134,0.313131313131313,0.236874519671113,0.71,0.294117647058823,0
135,0.202020202020202,0.468485161127312,0.0500000000000001,0.0588235294117647,0.125
136,0.292929292929293,0.484276795772053,0.88,0.294117647058823,0.5
137,0.444444444444444,0.400054744333435,0.07,0.294117647058823,0.125
138,0.323232323232323,0.447429648267658,0.73,0.176470588235294,0.375
139,0.191919191919192,0.1158053207281,0.1,0.470588235294118,0.375
140,0.353535353535354,0.0789581732237043,0.72,0.235294117647059,0.375
141,0.575757575757576,0.168444102877236,0.0500000000000001,0,0.125
142,0.323232323232323,0.347415962184299,0.93,0,0.5
143,0.282828282828283,0.326360449324644,0.4,0.294117647058823,0.25
144,0.323232323232323,0.447429648267658,0.87,0.0588235294117647,0.125
145,0.252525252525253,0.373735353258867,0.12,0,0.5
146,0.282828282828283,0.136860833587754,0.97,0.470588235294118,0.5
147,0.484848484848485,0.273721667175508,0.36,0.529411764705882,0.125
148,0.323232323232323,0.200027372166718,0.74,0.0588235294117647,0
149,0.343434343434343,0.268457788960595,0.22,0.411764705882353,0.375
150,0.343434343434343,0.473749039342226,0.9,0.352941176470588,0.25
151,0.434343434343434,0.157916346447409,0.17,0,1
152,0.393939393939394,0.215819006811458,0.88,0,0
153,0.444444444444444,0.0894859296535315,0.2,0,0.125
154,0.383838383838384,0.484276795772053,0.76,0.117647058823529,0.125
155,0.474747474747475,0.42111025719309,0.16,0,0.375
156,0.272727272727273,0.0526387821491361,0.89,0.470588235294118,0.375
157,0.373737373737374,0.0842220514386178,0.01,0.0588235294117647,0
158,0.303030303030303,0.457957404697485,0.78,0.176470588235294,0.375
159,0.343434343434343,0.347415962184299,0.01,0.0588235294117647,0.125
160,0.303030303030303,0.452693526482571,0.73,0.176470588235294,0.25
161,0.565656565656566,0.0473749039342225,0.35,0.0588235294117647,0
162,0.292929292929293,0.263193910745681,0.83,0.0588235294117647,0.5
163,0.191919191919192,0.184235737521977,0.0500000000000001,0,0.5
164,0.313131313131313,0.30530493646499,0.93,0.0588235294117647,0.5
165,0.505050505050505,0.24740227610094,0.26,0,0.125
166,0.363636363636364,0.284249423605335,0.75,0.294117647058823,0.25
167,0.424242424242424,0.415846378978176,0.2,0.529411764705882,0.25
168,0.333333333333333,0.43690189183783,0.95,0,0.5
169,0.363636363636364,0.300041058250076,0.27,0,0.25
170,0.323232323232323,0,0.63,0.117647058823529,0.125
171,0.404040404040404,0.36320759682904,0.13,0.176470588235294,0.5
172,0.282828282828283,0.0210555128596544,0.75,0,0.125
173,0.363636363636364,0.415846378978176,0.1,0,0.125
174,0.363636363636364,0.521123943276448,0.92,0.294117647058823,0.125
175,0.525252525252525,0.105277564298272,0.13,0,0.125
176,0.303030303030303,0.147388590017581,0.86,0.176470588235294,0.375
177,0.585858585858586,0.152652468232495,0.15,0.647058823529412,0
178,0.272727272727273,0.236874519671113,0.69,0.117647058823529,0.625
179,0.595959595959596,0.452693526482571,0.14,0.235294117647059,0.25
180,0.353535353535354,0.221082885026372,0.9,0.470588235294118,0
181,0.373737373737374,0.310568814679904,0.32,0.411764705882353,0.125
182,0.323232323232323,0.321096571109731,0.86,0.411764705882353,0.5
183,0.464646464646465,0.0579026603640498,0.15,0.411764705882353,0
184,0.292929292929293,0.347415962184299,0.88,0.235294117647059,0.375
185,0.414141414141414,0.205291250381631,0.39,0.0588235294117647,0
186,0.303030303030303,0.378999231473781,0.97,0.352941176470588,0.125
187,0.545454545454545,0.0736942950087907,0.24,0.0588235294117647,0.125
188,0.282828282828283,0.231610641456199,0.68,0.294117647058823,0.25
189,0.414141414141414,0.400054744333435,0.17,0.470588235294118,0.125
190,0.363636363636364,0.500068430416794,0.85,0.235294117647059,0.125
191,0.343434343434343,0.484276795772053,0.23,0.294117647058823,0.25
192,0.323232323232323,0.515860065061535,0.69,0.470588235294118,0.125
193,0.333333333333333,0.505332308631707,0.0800000000000001,0.529411764705882,0.125
194,0.383838383838384,0.236874519671113,0.91,0.588235294117647,0.375
195,0.474747474747475,0.042111025719309,0.16,0.411764705882353,0.125
196,0.353535353535354,0.242138397886026,0.79,0.0588235294117647,0.25
197,0.454545454545455,0.410582500763262,0.28,0,0.125
198,0.323232323232323,0.0210555128596544,0.74,0.0588235294117647,0.5
199,0.323232323232323,0.426374135408003,0.18,0.0588235294117647,0.125
200,0.303030303030303,0.173707981092149,0.83,0.235294117647059,0.125
201,0.212121212121212,0.210555128596545,0.1,0,0.25
202,0.343434343434343,0.447429648267658,0.16,0.529411764705882,0.25
203,0.161616161616162,0.315832692894817,0,0.352941176470588,0.875
204,0.767676767676768,0.315832692894817,0.39,0.235294117647059,0.125
205,0.626262626262626,0.331624327539558,0.59,0,0.125
206,0.636363636363636,0.0526387821491361,0.52,0.470588235294118,0.25
207,0.191919191919192,0.289513301820249,0.61,0,0.25
208,0.464646464646465,0.489540673986967,0.12,0.117647058823529,0
209,0.484848484848485,0.0789581732237043,0.07,0,0.125
210,0.808080808080808,0.205291250381631,0.33,0.529411764705882,0.375
211,0.0101010101010101,0.300041058250076,0.93,0.0588235294117647,0.125
212,0,0.1158053207281,0.92,0.117647058823529,0
213,0.868686868686869,0.0631665385789634,0.7,0.117647058823529,0.375
214,0.494949494949495,0.263193910745681,0.82,0.470588235294118,0
215,0.484848484848485,0.500068430416794,0.68,0.117647058823529,0.375
216,0.464646464646465,0.347415962184299,0.7,0.176470588235294,0.25
217,0.797979797979798,0.105277564298272,0.4,0.352941176470588,0.125
218,0.838383838383838,0.184235737521977,0.99,0.470588235294118,0.125
219,0.666666666666667,0.373735353258867,0.34,0.529411764705882,0.125
220,0.595959595959596,0.400054744333435,0.61,0.529411764705882,0
221,0.393939393939394,0.442165770052744,0.33,0.294117647058823,0.25
222,0.95959595959596,0.378999231473781,0.51,0.235294117647059,0.125
223,0.434343434343434,0.173707981092149,0.55,0.235294117647059,0.25
224,0.939393939393939,0.489540673986967,0.37,0.0588235294117647,0.5
225,0.404040404040404,0.43690189183783,0.48,0.235294117647059,0
226,0.787878787878788,0.121069198943013,0.0800000000000001,0.0588235294117647,0
227,0.252525252525253,0.210555128596545,0.77,0.294117647058823,0.375
228,0.767676767676768,0.468485161127312,0.86,0.529411764705882,0.375
229,0,0.173707981092149,0.64,0.0588235294117647,0
230,0.151515151515152,0.49480455220188,0.3,0.411764705882353,0.125
231,0.0606060606060606,0.489540673986967,0.53,0.470588235294118,0.125
232,0.848484848484849,0.0368471475043953,0.28,0,0.375
233,0.676767676767677,0.0947498078684451,0.88,0,0.125
234,0.787878787878788,0.0157916346447408,0.14,0,0.375
235,0.0404040404040404,0.442165770052744,0.54,0.529411764705882,0
236,0.292929292929293,0.326360449324644,0.34,0,0.375
237,0.919191919191919,0.0473749039342225,0.96,0.0588235294117647,0.5
238,0.95959595959596,0.18949961573689,0.35,0,0.375
239,0.555555555555556,0.194763493951804,0.74,0.0588235294117647,0.375
240,0.141414141414141,0.263193910745681,0.11,0.0588235294117647,0.125
241,0.929292929292929,0.43690189183783,0.16,0.0588235294117647,0.5
242,0.656565656565657,0.415846378978176,0.17,0,0.25
243,0.848484848484849,0.210555128596545,0.14,0.0588235294117647,0.375
244,0.777777777777778,0.24740227610094,0.58,0,0.625
245,0.535353535353535,0.0210555128596544,0.2,0,0.375
246,0.282828282828283,0.200027372166718,0.75,0.411764705882353,0.125
247,0.232323232323232,0,0.96,0.0588235294117647,0.25
248,0.323232323232323,0.0368471475043953,0.16,0.0588235294117647,0.125
249,0.373737373737374,0.215819006811458,0.02,0.0588235294117647,0.125
250,0.898989898989899,0.342152083969385,0,0,0.5
251,0.808080808080808,0.105277564298272,0.93,0.0588235294117647,0.25
252,0.272727272727273,0.231610641456199,0.65,0.470588235294118,0
253,0.787878787878788,0.0157916346447408,0.14,0.294117647058823,0.375
254,0.868686868686869,0.378999231473781,0.13,0.411764705882353,0.25
255,0.464646464646465,0.142124711802668,0.32,0.235294117647059,0.375
256,0.595959595959596,0.447429648267658,0.49,0.235294117647059,0.125
257,0.121212121212121,0.200027372166718,0.18,0.588235294117647,0
258,0.797979797979798,0.384263109688694,0.96,0.352941176470588,0.75
259,0.797979797979798,0.336888205754472,0.64,0.117647058823529,0.25
260,0.262626262626263,0.136860833587754,0.6,0.352941176470588,0.375
261,0.636363636363636,0.24740227610094,0.16,0.117647058823529,0.25
262,0.525252525252525,0.184235737521977,0.85,0.117647058823529,0.625
263,0.323232323232323,0.163180224662322,0.24,0.117647058823529,0.25
264,0.646464646464647,0.068430416793877,0.38,0.176470588235294,0.375
265,0.373737373737374,0.415846378978176,0.1,0.0588235294117647,0.75
266,0.0707070707070707,0.431638013622917,0.39,0.117647058823529,0.125
267,0.404040404040404,0.147388590017581,0.68,0.0588235294117647,0
268,0.787878787878788,0.18949961573689,0.79,0,0.25
269,0.343434343434343,0.042111025719309,0.76,0.352941176470588,0.625
270,0.525252525252525,0.463221282912399,0.39,0.0588235294117647,0.125
271,0.94949494949495,0.479012917557139,0.36,0,0.375
272,0.0101010101010101,0.0631665385789634,0.82,0,0.25
273,0.96969696969697,0.00526387821491364,0.76,0,0.25
274,0.181818181818182,0.752734584732648,0.99,0,0.125
275,0.373737373737374,0.0947498078684451,0.57,0.0588235294117647,0.125
276,0.787878787878788,0.342152083969385,0.89,0.0588235294117647,0.125
277,0.161616161616162,0.0473749039342225,0.88,0.411764705882353,0.375
278,0.939393939393939,0.500068430416794,0.21,0.0588235294117647,0
279,0.747474747474748,0.410582500763262,0.12,0.529411764705882,0.25
280,0.686868686868687,0.252666154315854,0.73,0.176470588235294,0.25
281,0.323232323232323,0.331624327539558,0.87,0.0588235294117647,0.375
282,0.434343434343434,0.447429648267658,0.63,0.0588235294117647,0.125
283,0.525252525252525,0.226346763241286,0.58,0.0588235294117647,0.25
284,0.636363636363636,0.389526987903608,0.2,0.0588235294117647,0.125
285,0.333333333333333,0.352679840399212,0.11,0,0
286,0.868686868686869,0.310568814679904,0.4,0,0
287,0.858585858585859,0.736942950087907,0.84,0.0588235294117647,0
288,0.737373737373737,0.163180224662322,0.47,0.0588235294117647,0.125
289,0.212121212121212,0.0263193910745681,0.91,0,0
290,0.939393939393939,0.100013686083359,0.58,0.0588235294117647,0.25
291,0.0909090909090909,0.142124711802668,0.62,0.411764705882353,0
292,0.101010101010101,0.357943718614126,0.8,0.352941176470588,0.25
293,0.111111111111111,0.200027372166718,0.66,0.470588235294118,0.875
294,0.484848484848485,0.263193910745681,0.36,0.352941176470588,0.375
295,0.737373737373737,0.42111025719309,0.73,0.117647058823529,0.125
296,0.666666666666667,0.36320759682904,0.43,0.529411764705882,0.25
297,0.797979797979798,0.163180224662322,0.91,0.176470588235294,0.25
298,0.626262626262626,0.457957404697485,0.41,0.352941176470588,0.125
299,0.171717171717172,0.415846378978176,0.16,0.0588235294117647,0.25
300,0.323232323232323,0.168444102877236,0.86,0.294117647058823,0.125
301,0.858585858585859,0.809516039036921,1,0.176470588235294,0.25
302,0.313131313131313,0.504547990777685,0.16,0.294117647058823,0.125
